Year	Locationabbr	Locationdesc	Class	Topic	Question	Response	Break_Out	Break_Out_Category	Sample_Size	Data_value	Confidence_limit_Low	Confidence_limit_High	Display_order	Data_value_unit	Data_value_type	Data_Value_Footnote_Symbol	Data_Value_Footnote	DataSource	ClassId	TopicId	LocationID	BreakoutID	BreakOutCategoryID	QuestionID	ResponseID	GeoLocation
2014	AL	Alabama	Chronic Health Indicators	Cardiovascular Disease	Ever told you had a stroke?	Yes	Overall	Overall	536	4.7	4.2	5.3	620	%	Crude Prevalence			BRFSS	CLASS03	Topic10	1	BO1	CAT1	CVDSTRK3	RESP046	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Chronic Health Indicators	Cardiovascular Disease	Ever told you had a stroke?	No	Overall	Overall	"8,089"	95.3	94.7	95.8	621	%	Crude Prevalence			BRFSS	CLASS03	Topic10	1	BO1	CAT1	CVDSTRK3	RESP054	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Chronic Health Indicators	COPD	Ever told you have COPD?	Yes	Overall	Overall	"1,087"	10.2	9.3	11	850	%	Crude Prevalence			BRFSS	CLASS03	Topic14	1	BO1	CAT1	CHCCOPD1	RESP046	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Chronic Health Indicators	COPD	Ever told you have COPD?	No	Overall	Overall	"7,514"	89.8	89	90.7	851	%	Crude Prevalence			BRFSS	CLASS03	Topic14	1	BO1	CAT1	CHCCOPD1	RESP054	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Chronic Health Indicators	Depression	Ever told you that you have a form of depression?	Yes	Overall	Overall	"1,961"	21.3	20.1	22.5	942	%	Crude Prevalence			BRFSS	CLASS03	Topic17	1	BO1	CAT1	ADDEPEV2	RESP046	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Chronic Health Indicators	Depression	Ever told you that you have a form of depression?	No	Overall	Overall	"6,650"	78.7	77.5	79.9	943	%	Crude Prevalence			BRFSS	CLASS03	Topic17	1	BO1	CAT1	ADDEPEV2	RESP054	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	Overall	Overall	"1,528"	12.9	12.1	13.8	"1,034"	%	Crude Prevalence			BRFSS	CLASS03	Topic18	1	BO1	CAT1	DIABETE3	RESP046	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	"Yes, pregnancy-related"	Overall	Overall	62	0.6	0.4	0.9	"1,035"	%	Crude Prevalence			BRFSS	CLASS03	Topic18	1	BO1	CAT1	DIABETE3	RESP051	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	"No, pre-diabetes or borderline diabetes"	Overall	Overall	157	1.5	1.2	1.9	"1,037"	%	Crude Prevalence			BRFSS	CLASS03	Topic18	1	BO1	CAT1	DIABETE3	RESP052	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	No	Overall	Overall	"6,892"	84.9	83.9	85.8	"1,036"	%	Crude Prevalence			BRFSS	CLASS03	Topic18	1	BO1	CAT1	DIABETE3	RESP054	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Chronic Health Indicators	Kidney	Ever told you have kidney disease?	Yes	Overall	Overall	328	3	2.6	3.4	988	%	Crude Prevalence			BRFSS	CLASS03	Topic35	1	BO1	CAT1	CHCKIDNY	RESP046	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Chronic Health Indicators	Kidney	Ever told you have kidney disease?	No	Overall	Overall	"8,295"	97	96.6	97.5	989	%	Crude Prevalence			BRFSS	CLASS03	Topic35	1	BO1	CAT1	CHCKIDNY	RESP054	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Chronic Health Indicators	Other Cancer	Ever told you had any other types of cancer?	Yes	Overall	Overall	942	8	7.3	8.7	804	%	Crude Prevalence			BRFSS	CLASS03	Topic40	1	BO1	CAT1	CHCOCNCR	RESP046	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Chronic Health Indicators	Other Cancer	Ever told you had any other types of cancer?	No	Overall	Overall	"7,681"	92	91.3	92.7	805	%	Crude Prevalence			BRFSS	CLASS03	Topic40	1	BO1	CAT1	CHCOCNCR	RESP054	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Chronic Health Indicators	Skin Cancer	Ever told you had skin cancer?	Yes	Overall	Overall	"1,025"	8.2	7.6	8.9	758	%	Crude Prevalence			BRFSS	CLASS03	Topic53	1	BO1	CAT1	CHCSCNCR	RESP046	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Chronic Health Indicators	Skin Cancer	Ever told you had skin cancer?	No	Overall	Overall	"7,595"	91.8	91.1	92.4	759	%	Crude Prevalence			BRFSS	CLASS03	Topic53	1	BO1	CAT1	CHCSCNCR	RESP054	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Care Access/Coverage	Health Care Cost	Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?	Yes	Overall	Overall	"1,249"	17.4	16.2	18.7	321	%	Crude Prevalence			BRFSS	CLASS07	Topic28	1	BO1	CAT1	MEDCOST	RESP046	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Care Access/Coverage	Health Care Cost	Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?	No	Overall	Overall	"7,380"	82.6	81.3	83.8	322	%	Crude Prevalence			BRFSS	CLASS07	Topic28	1	BO1	CAT1	MEDCOST	RESP054	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Care Access/Coverage	Health Care Coverage	Do you have any kind of health care coverage?	Yes	Overall	Overall	"7,825"	86.1	84.9	87.3	162	%	Crude Prevalence			BRFSS	CLASS07	Topic29	1	BO1	CAT1	HLTHPLN1	RESP046	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Care Access/Coverage	Health Care Coverage	Do you have any kind of health care coverage?	No	Overall	Overall	806	13.9	12.7	15.1	163	%	Crude Prevalence			BRFSS	CLASS07	Topic29	1	BO1	CAT1	HLTHPLN1	RESP054	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Care Access/Coverage	Last Checkup	About how long has it been since you last visited a doctor for a routine checkup?	Within the past year	Overall	Overall	"6,680"	72.1	70.6	73.6	367	%	Crude Prevalence			BRFSS	CLASS07	Topic36	1	BO1	CAT1	CHECKUP1	RESP063	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Care Access/Coverage	Last Checkup	About how long has it been since you last visited a doctor for a routine checkup?	Within the past 2 years	Overall	Overall	801	11.7	10.6	12.8	368	%	Crude Prevalence			BRFSS	CLASS07	Topic36	1	BO1	CAT1	CHECKUP1	RESP064	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Care Access/Coverage	Last Checkup	About how long has it been since you last visited a doctor for a routine checkup?	Within the past 5 years	Overall	Overall	418	6.7	5.9	7.5	369	%	Crude Prevalence			BRFSS	CLASS07	Topic36	1	BO1	CAT1	CHECKUP1	RESP065	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Care Access/Coverage	Last Checkup	About how long has it been since you last visited a doctor for a routine checkup?	5 or more years ago	Overall	Overall	501	8.3	7.4	9.3	370	%	Crude Prevalence			BRFSS	CLASS07	Topic36	1	BO1	CAT1	CHECKUP1	RESP066	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Care Access/Coverage	Last Checkup	About how long has it been since you last visited a doctor for a routine checkup?	Never	Overall	Overall	77	1.2	0.8	1.6	371	%	Crude Prevalence			BRFSS	CLASS07	Topic36	1	BO1	CAT1	CHECKUP1	RESP067	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Care Access/Coverage	Personal Care Provider	Do you have one person you think of as your personal doctor or health care provider?	"Yes, only one"	Overall	Overall	"6,312"	66.5	65	68	252	%	Crude Prevalence			BRFSS	CLASS07	Topic43	1	BO1	CAT1	PERSDOC2	RESP050	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Care Access/Coverage	Personal Care Provider	Do you have one person you think of as your personal doctor or health care provider?	More than one	Overall	Overall	"1,047"	10	9.2	10.9	253	%	Crude Prevalence			BRFSS	CLASS07	Topic43	1	BO1	CAT1	PERSDOC2	RESP053	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Care Access/Coverage	Personal Care Provider	Do you have one person you think of as your personal doctor or health care provider?	No	Overall	Overall	"1,275"	23.5	22	25	254	%	Crude Prevalence			BRFSS	CLASS07	Topic43	1	BO1	CAT1	PERSDOC2	RESP054	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Care Access/Coverage	Under 65 Coverage	Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions)	Yes	Overall	Overall	"4,650"	82.5	81.1	84	208	%	Crude Prevalence			BRFSS	CLASS07	Topic59	1	BO1	CAT1	_HCVU651	RESP046	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Care Access/Coverage	Under 65 Coverage	Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions)	No	Overall	Overall	790	17.5	16	19	209	%	Crude Prevalence			BRFSS	CLASS07	Topic59	1	BO1	CAT1	_HCVU651	RESP054	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Status	Fair or Poor Health	Health Status (variable calculated from one or more BRFSS questions)	Good or Better Health	Overall	Overall	"6,265"	77.1	75.9	78.3	116	%	Crude Prevalence			BRFSS	CLASS08	Topic24	1	BO1	CAT1	_RFHLTH	RESP061	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Status	Fair or Poor Health	Health Status (variable calculated from one or more BRFSS questions)	Fair or Poor Health	Overall	Overall	"2,359"	22.9	21.8	24.1	117	%	Crude Prevalence			BRFSS	CLASS08	Topic24	1	BO1	CAT1	_RFHLTH	RESP062	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Status	Overall Health	How is your general health?	Excellent	Overall	Overall	"1,146"	16.8	15.6	18.1	1	%	Crude Prevalence			BRFSS	CLASS08	Topic41	1	BO1	CAT1	GENHLTH	RESP056	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Status	Overall Health	How is your general health?	Very good	Overall	Overall	"2,227"	27.9	26.5	29.3	2	%	Crude Prevalence			BRFSS	CLASS08	Topic41	1	BO1	CAT1	GENHLTH	RESP057	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Status	Overall Health	How is your general health?	Good	Overall	Overall	"2,892"	32.4	31	33.8	3	%	Crude Prevalence			BRFSS	CLASS08	Topic41	1	BO1	CAT1	GENHLTH	RESP058	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Status	Overall Health	How is your general health?	Fair	Overall	Overall	"1,578"	15.7	14.6	16.7	4	%	Crude Prevalence			BRFSS	CLASS08	Topic41	1	BO1	CAT1	GENHLTH	RESP059	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Health Status	Overall Health	How is your general health?	Poor	Overall	Overall	781	7.3	6.6	7.9	5	%	Crude Prevalence			BRFSS	CLASS08	Topic41	1	BO1	CAT1	GENHLTH	RESP060	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Oral Health	All Teeth Removed	Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions)	Yes	Overall	Overall	624	22.2	20.2	24.2	"1,170"	%	Crude Prevalence			BRFSS	CLASS13	Topic04	1	BO1	CAT1	_ALTETH2	RESP046	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Oral Health	All Teeth Removed	Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions)	No	Overall	Overall	"2,392"	77.8	75.8	79.8	"1,171"	%	Crude Prevalence			BRFSS	CLASS13	Topic04	1	BO1	CAT1	_ALTETH2	RESP054	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Oral Health	Dental Visit	Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions)	Yes	Overall	Overall	"5,143"	60	58.5	61.5	"1,208"	%	Crude Prevalence			BRFSS	CLASS13	Topic16	1	BO1	CAT1	_DENVST2	RESP046	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Oral Health	Dental Visit	Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions)	No	Overall	Overall	"3,370"	40	38.5	41.5	"1,209"	%	Crude Prevalence			BRFSS	CLASS13	Topic16	1	BO1	CAT1	_DENVST2	RESP054	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Oral Health	Teeth Removed	Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions)	Yes	Overall	Overall	"5,276"	52.7	51.2	54.3	"1,124"	%	Crude Prevalence			BRFSS	CLASS13	Topic57	1	BO1	CAT1	_EXTETH2	RESP046	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Oral Health	Teeth Removed	Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions)	No	Overall	Overall	"3,199"	47.3	45.8	48.9	"1,125"	%	Crude Prevalence			BRFSS	CLASS13	Topic57	1	BO1	CAT1	_EXTETH2	RESP054	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Women's Health	Mammogram	Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions)	Received a mammogram within the past 2 years	Overall	Overall	"2,302"	77	74.9	79.1	"3,330"	%	Crude Prevalence			BRFSS	CLASS18	Topic37	1	BO1	CAT1	_MAM5021	RESP186	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Women's Health	Mammogram	Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions)	Did not receive a mammogram within the past 2 years	Overall	Overall	609	23	20.9	25.1	"3,331"	%	Crude Prevalence			BRFSS	CLASS18	Topic37	1	BO1	CAT1	_MAM5021	RESP187	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Women's Health	Mammogram	Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions)	Yes	Overall	Overall	"2,860"	75.1	73.3	77	"3,292"	%	Crude Prevalence			BRFSS	CLASS18	Topic37	1	BO1	CAT1	_MAM502Y	RESP046	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Women's Health	Mammogram	Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions)	No	Overall	Overall	871	24.9	23	26.8	"3,293"	%	Crude Prevalence			BRFSS	CLASS18	Topic37	1	BO1	CAT1	_MAM502Y	RESP054	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Women's Health	Mammogram	Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions)	Yes	Overall	Overall	"3,271"	72.7	70.8	74.5	"3,252"	%	Crude Prevalence			BRFSS	CLASS18	Topic37	1	BO1	CAT1	_RFMAM2Y	RESP046	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Women's Health	Mammogram	Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions)	No	Overall	Overall	"1,072"	27.3	25.5	29.2	"3,253"	%	Crude Prevalence			BRFSS	CLASS18	Topic37	1	BO1	CAT1	_RFMAM2Y	RESP054	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Women's Health	Pap Test	Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions)	Yes	Overall	Overall	"2,228"	78.3	76.2	80.4	"3,368"	%	Crude Prevalence			BRFSS	CLASS18	Topic42	1	BO1	CAT1	_RFPAP32	RESP046	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Women's Health	Pap Test	Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions)	No	Overall	Overall	715	21.7	19.7	23.8	"3,369"	%	Crude Prevalence			BRFSS	CLASS18	Topic42	1	BO1	CAT1	_RFPAP32	RESP054	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Women's Health	Pap Test	Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions)	Received a Pap test within the past 3 years	Overall	Overall	"1,686"	83.2	81.1	85.3	"3,412"	%	Crude Prevalence			BRFSS	CLASS18	Topic42	1	BO1	CAT1	_RFPAP33	RESP188	"(32.84057112200048, -86.63186076199969)"
2014	AL	Alabama	Women's Health	Pap Test	Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions)	Did not receive a Pap test within the past 3 years	Overall	Overall	370	16.8	14.7	18.9	"3,413"	%	Crude Prevalence			BRFSS	CLASS18	Topic42	1	BO1	CAT1	_RFPAP33	RESP189	"(32.84057112200048, -86.63186076199969)"
2014	AK	Alaska	Chronic Health Indicators	Arthritis	Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions)	Yes	Overall	Overall	"1,261"	21.9	20.4	23.5	889	%	Crude Prevalence			BRFSS	CLASS03	Topic05	2	BO1	CAT1	_DRDXAR1	RESP046	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Arthritis	Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions)	No	Overall	Overall	"3,091"	78.1	76.5	79.6	890	%	Crude Prevalence			BRFSS	CLASS03	Topic05	2	BO1	CAT1	_DRDXAR1	RESP054	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Asthma	Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions)	Yes	Overall	Overall	367	8.1	7	9.3	708	%	Crude Prevalence			BRFSS	CLASS03	Topic06	2	BO1	CAT1	_CASTHM1	RESP046	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Asthma	Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions)	No	Overall	Overall	"3,993"	91.9	90.7	93	709	%	Crude Prevalence			BRFSS	CLASS03	Topic06	2	BO1	CAT1	_CASTHM1	RESP054	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Asthma	Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions)	Yes	Overall	Overall	549	12.4	11.1	13.8	662	%	Crude Prevalence			BRFSS	CLASS03	Topic06	2	BO1	CAT1	_LTASTH1	RESP046	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Asthma	Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions)	No	Overall	Overall	"3,826"	87.6	86.2	88.9	663	%	Crude Prevalence			BRFSS	CLASS03	Topic06	2	BO1	CAT1	_LTASTH1	RESP054	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Cardiovascular Disease	Ever told you had angina or coronary heart disease?	Yes	Overall	Overall	156	2.4	1.9	2.9	573	%	Crude Prevalence			BRFSS	CLASS03	Topic10	2	BO1	CAT1	CVDCRHD4	RESP046	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Cardiovascular Disease	Ever told you had angina or coronary heart disease?	No	Overall	Overall	"4,202"	97.6	97.1	98.1	574	%	Crude Prevalence			BRFSS	CLASS03	Topic10	2	BO1	CAT1	CVDCRHD4	RESP054	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Cardiovascular Disease	Ever told you had a heart attack (myocardial infarction)?	Yes	Overall	Overall	182	3.3	2.6	4	527	%	Crude Prevalence			BRFSS	CLASS03	Topic10	2	BO1	CAT1	CVDINFR4	RESP046	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Cardiovascular Disease	Ever told you had a heart attack (myocardial infarction)?	No	Overall	Overall	"4,183"	96.7	96	97.4	528	%	Crude Prevalence			BRFSS	CLASS03	Topic10	2	BO1	CAT1	CVDINFR4	RESP054	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Cardiovascular Disease	Ever told you had a stroke?	Yes	Overall	Overall	142	2.4	1.8	3	617	%	Crude Prevalence			BRFSS	CLASS03	Topic10	2	BO1	CAT1	CVDSTRK3	RESP046	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Cardiovascular Disease	Ever told you had a stroke?	No	Overall	Overall	"4,233"	97.6	97	98.2	618	%	Crude Prevalence			BRFSS	CLASS03	Topic10	2	BO1	CAT1	CVDSTRK3	RESP054	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	COPD	Ever told you have COPD?	Yes	Overall	Overall	258	4.4	3.6	5.2	843	%	Crude Prevalence			BRFSS	CLASS03	Topic14	2	BO1	CAT1	CHCCOPD1	RESP046	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	COPD	Ever told you have COPD?	No	Overall	Overall	"4,111"	95.6	94.8	96.4	844	%	Crude Prevalence			BRFSS	CLASS03	Topic14	2	BO1	CAT1	CHCCOPD1	RESP054	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Depression	Ever told you that you have a form of depression?	Yes	Overall	Overall	717	15.6	14	17.1	935	%	Crude Prevalence			BRFSS	CLASS03	Topic17	2	BO1	CAT1	ADDEPEV2	RESP046	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Depression	Ever told you that you have a form of depression?	No	Overall	Overall	"3,656"	84.4	82.9	86	936	%	Crude Prevalence			BRFSS	CLASS03	Topic17	2	BO1	CAT1	ADDEPEV2	RESP054	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	Overall	Overall	403	7.4	6.4	8.4	"1,027"	%	Crude Prevalence			BRFSS	CLASS03	Topic18	2	BO1	CAT1	DIABETE3	RESP046	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	"Yes, pregnancy-related"	Overall	Overall	42	0.7	0.5	1	"1,028"	%	Crude Prevalence			BRFSS	CLASS03	Topic18	2	BO1	CAT1	DIABETE3	RESP051	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	"No, pre-diabetes or borderline diabetes"	Overall	Overall	77	1.5	1	1.9	"1,030"	%	Crude Prevalence			BRFSS	CLASS03	Topic18	2	BO1	CAT1	DIABETE3	RESP052	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	No	Overall	Overall	"3,861"	90.4	89.3	91.5	"1,029"	%	Crude Prevalence			BRFSS	CLASS03	Topic18	2	BO1	CAT1	DIABETE3	RESP054	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Kidney	Ever told you have kidney disease?	Yes	Overall	Overall	117	2.1	1.5	2.8	981	%	Crude Prevalence			BRFSS	CLASS03	Topic35	2	BO1	CAT1	CHCKIDNY	RESP046	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Kidney	Ever told you have kidney disease?	No	Overall	Overall	"4,263"	97.9	97.2	98.5	982	%	Crude Prevalence			BRFSS	CLASS03	Topic35	2	BO1	CAT1	CHCKIDNY	RESP054	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Other Cancer	Ever told you had any other types of cancer?	Yes	Overall	Overall	360	5.3	4.6	6	798	%	Crude Prevalence			BRFSS	CLASS03	Topic40	2	BO1	CAT1	CHCOCNCR	RESP046	"(64.84507995700051, -147.72205903599973)"
2014	AK	Alaska	Chronic Health Indicators	Other Cancer	Ever told you had any other types of cancer?	No	Overall	Overall	"4,017"	94.7	94	95.5	799	%	Crude Prevalence			BRFSS	CLASS03	Topic40	2	BO1	CAT1	CHCOCNCR	RESP054	"(64.84507995700051, -147.72205903599973)"
