Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,AK,Alaska,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,Overall,Overall,447,11.9,10.5,13.4,321,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,02,BO1,CAT1,MEDCOST,RESP046,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,Overall,Overall,"3,924",88.1,86.7,89.5,322,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,02,BO1,CAT1,MEDCOST,RESP054,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"3,905",85,83.4,86.7,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,02,BO1,CAT1,HLTHPLN1,RESP046,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,448,15,13.3,16.6,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,02,BO1,CAT1,HLTHPLN1,RESP054,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,"3,754",86.6,85.2,88,116,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,02,BO1,CAT1,_RFHLTH,RESP061,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,617,13.4,12,14.8,117,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,02,BO1,CAT1,_RFHLTH,RESP062,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,869,21.1,19.4,22.8,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,02,BO1,CAT1,GENHLTH,RESP056,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"1,558",35.2,33.2,37.2,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,02,BO1,CAT1,GENHLTH,RESP057,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"1,327",30.3,28.3,32.2,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,02,BO1,CAT1,GENHLTH,RESP058,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,438,9.6,8.4,10.8,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,02,BO1,CAT1,GENHLTH,RESP059,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,179,3.8,3.1,4.6,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,02,BO1,CAT1,GENHLTH,RESP060,"(64.84507995700051, -147.72205903599973)"
2014,AZ,Arizona,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,Overall,Overall,"1,623",15.5,14.4,16.6,321,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,04,BO1,CAT1,MEDCOST,RESP046,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,Overall,Overall,"13,182",84.5,83.4,85.6,322,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,04,BO1,CAT1,MEDCOST,RESP054,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"13,749",85.6,84.4,86.7,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,04,BO1,CAT1,HLTHPLN1,RESP046,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,"1,053",14.4,13.3,15.6,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,04,BO1,CAT1,HLTHPLN1,RESP054,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,"11,902",81,79.9,82,116,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,04,BO1,CAT1,_RFHLTH,RESP061,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,"2,930",19,18,20.1,117,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,04,BO1,CAT1,_RFHLTH,RESP062,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,"2,668",19.2,18.1,20.3,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,04,BO1,CAT1,GENHLTH,RESP056,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"4,807",31.4,30.1,32.6,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,04,BO1,CAT1,GENHLTH,RESP057,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"4,427",30.4,29.2,31.7,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,04,BO1,CAT1,GENHLTH,RESP058,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,"2,121",14.6,13.6,15.6,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,04,BO1,CAT1,GENHLTH,RESP059,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,809,4.5,3.9,5,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,04,BO1,CAT1,GENHLTH,RESP060,"(34.865970280000454, -111.76381127699972)"
2014,AR,Arkansas,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,Overall,Overall,668,18.2,16.4,20,320,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,05,BO1,CAT1,MEDCOST,RESP046,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,Overall,Overall,"4,572",81.8,80,83.6,321,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,05,BO1,CAT1,MEDCOST,RESP054,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"4,782",83.7,81.9,85.6,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,05,BO1,CAT1,HLTHPLN1,RESP046,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,440,16.3,14.4,18.2,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,05,BO1,CAT1,HLTHPLN1,RESP054,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,"3,758",76.5,74.8,78.3,116,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,05,BO1,CAT1,_RFHLTH,RESP061,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,"1,480",23.5,21.8,25.2,117,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,05,BO1,CAT1,_RFHLTH,RESP062,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,655,15.3,13.6,16.9,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,05,BO1,CAT1,GENHLTH,RESP056,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"1,372",28.7,26.8,30.6,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,05,BO1,CAT1,GENHLTH,RESP057,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"1,731",32.6,30.6,34.6,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,05,BO1,CAT1,GENHLTH,RESP058,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,975,16,14.5,17.5,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,05,BO1,CAT1,GENHLTH,RESP059,"(34.74865012400045, -92.27449074299966)"
2014,AR,Arkansas,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,505,7.5,6.5,8.4,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,05,BO1,CAT1,GENHLTH,RESP060,"(34.74865012400045, -92.27449074299966)"
2014,CA,California,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,Overall,Overall,"1,075",13.5,12.5,14.4,321,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,06,BO1,CAT1,MEDCOST,RESP046,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,Overall,Overall,"7,741",86.6,85.6,87.5,322,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,06,BO1,CAT1,MEDCOST,RESP054,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"7,756",85.2,84.2,86.2,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,06,BO1,CAT1,HLTHPLN1,RESP046,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,"1,041",14.8,13.8,15.8,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,06,BO1,CAT1,HLTHPLN1,RESP054,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,"7,249",81.9,80.9,82.9,116,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,06,BO1,CAT1,_RFHLTH,RESP061,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,"1,570",18.1,17.1,19.2,117,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,06,BO1,CAT1,_RFHLTH,RESP062,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,"1,879",20.5,19.5,21.6,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,06,BO1,CAT1,GENHLTH,RESP056,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"2,874",31.5,30.2,32.7,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,06,BO1,CAT1,GENHLTH,RESP057,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"2,496",29.9,28.6,31.1,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,06,BO1,CAT1,GENHLTH,RESP058,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,"1,144",13.5,12.6,14.4,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,06,BO1,CAT1,GENHLTH,RESP059,"(37.63864012300047, -120.99999953799971)"
2014,CA,California,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,426,4.6,4.1,5.2,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,06,BO1,CAT1,GENHLTH,RESP060,"(37.63864012300047, -120.99999953799971)"
2014,CO,Colorado,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,Overall,Overall,"1,383",13.1,12.3,13.9,321,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,08,BO1,CAT1,MEDCOST,RESP046,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,Overall,Overall,"11,989",86.9,86.1,87.7,322,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,08,BO1,CAT1,MEDCOST,RESP054,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"12,227",87.2,86.4,88.1,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,08,BO1,CAT1,HLTHPLN1,RESP046,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,"1,113",12.8,11.9,13.6,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,08,BO1,CAT1,HLTHPLN1,RESP054,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,"11,474",86.8,86.1,87.6,116,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,08,BO1,CAT1,_RFHLTH,RESP061,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,"1,878",13.2,12.4,13.9,117,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,08,BO1,CAT1,_RFHLTH,RESP062,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,"2,809",21.2,20.3,22.1,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,08,BO1,CAT1,GENHLTH,RESP056,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"4,929",36.2,35.1,37.3,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,08,BO1,CAT1,GENHLTH,RESP057,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"3,736",29.5,28.4,30.5,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,08,BO1,CAT1,GENHLTH,RESP058,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,"1,386",10.1,9.5,10.8,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,08,BO1,CAT1,GENHLTH,RESP059,"(38.843840757000464, -106.13361092099967)"
2014,CO,Colorado,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,492,3.1,2.7,3.4,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,08,BO1,CAT1,GENHLTH,RESP060,"(38.843840757000464, -106.13361092099967)"
2014,CT,Connecticut,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,Overall,Overall,689,11.3,10.3,12.4,321,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,09,BO1,CAT1,MEDCOST,RESP046,"(41.56266102000046, -72.64984095199964)"
2014,CT,Connecticut,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,Overall,Overall,"7,242",88.7,87.6,89.7,322,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,09,BO1,CAT1,MEDCOST,RESP054,"(41.56266102000046, -72.64984095199964)"
2014,CT,Connecticut,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"7,505",91.3,90.3,92.4,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,09,BO1,CAT1,HLTHPLN1,RESP046,"(41.56266102000046, -72.64984095199964)"
2014,CT,Connecticut,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,417,8.7,7.6,9.7,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,09,BO1,CAT1,HLTHPLN1,RESP054,"(41.56266102000046, -72.64984095199964)"
2014,CT,Connecticut,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,"6,807",85.7,84.6,86.8,116,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,09,BO1,CAT1,_RFHLTH,RESP061,"(41.56266102000046, -72.64984095199964)"
2014,CT,Connecticut,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,"1,128",14.3,13.2,15.4,117,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,09,BO1,CAT1,_RFHLTH,RESP062,"(41.56266102000046, -72.64984095199964)"
2014,CT,Connecticut,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,"1,807",23.4,22,24.8,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,09,BO1,CAT1,GENHLTH,RESP056,"(41.56266102000046, -72.64984095199964)"
2014,CT,Connecticut,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"2,849",34.8,33.3,36.3,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,09,BO1,CAT1,GENHLTH,RESP057,"(41.56266102000046, -72.64984095199964)"
2014,CT,Connecticut,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"2,151",27.5,26,28.9,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,09,BO1,CAT1,GENHLTH,RESP058,"(41.56266102000046, -72.64984095199964)"
2014,CT,Connecticut,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,861,11.3,10.3,12.3,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,09,BO1,CAT1,GENHLTH,RESP059,"(41.56266102000046, -72.64984095199964)"
2014,CT,Connecticut,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,267,3,2.5,3.6,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,09,BO1,CAT1,GENHLTH,RESP060,"(41.56266102000046, -72.64984095199964)"
2014,DE,Delaware,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,Overall,Overall,380,10.8,9.4,12.1,321,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,10,BO1,CAT1,MEDCOST,RESP046,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,Overall,Overall,"3,911",89.2,87.9,90.6,322,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,10,BO1,CAT1,MEDCOST,RESP054,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"4,022",91.4,90.1,92.6,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,10,BO1,CAT1,HLTHPLN1,RESP046,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,265,8.7,7.4,9.9,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,10,BO1,CAT1,HLTHPLN1,RESP054,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,"3,489",84.4,83,85.9,116,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,10,BO1,CAT1,_RFHLTH,RESP061,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,796,15.6,14.1,17,117,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,10,BO1,CAT1,_RFHLTH,RESP062,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,745,18.9,17.2,20.7,1,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,10,BO1,CAT1,GENHLTH,RESP056,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,"1,388",32.6,30.6,34.7,2,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,10,BO1,CAT1,GENHLTH,RESP057,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Health Status,Overall Health,How is your general health?,Good,Overall,Overall,"1,356",32.9,30.8,34.9,3,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,10,BO1,CAT1,GENHLTH,RESP058,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,593,12.1,10.7,13.4,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,10,BO1,CAT1,GENHLTH,RESP059,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,203,3.5,2.9,4.2,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,10,BO1,CAT1,GENHLTH,RESP060,"(39.008830667000495, -75.57774116799965)"
2014,DC,District of Columbia,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,Overall,Overall,261,10.5,8.6,12.5,321,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,11,BO1,CAT1,MEDCOST,RESP046,"(38.89037138500049, -77.03196112699965)"
2014,DC,District of Columbia,Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,Overall,Overall,"3,798",89.5,87.5,91.4,322,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,11,BO1,CAT1,MEDCOST,RESP054,"(38.89037138500049, -77.03196112699965)"
2014,DC,District of Columbia,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"3,921",91.7,89.7,93.7,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,11,BO1,CAT1,HLTHPLN1,RESP046,"(38.89037138500049, -77.03196112699965)"
2014,DC,District of Columbia,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,139,8.3,6.3,10.3,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,11,BO1,CAT1,HLTHPLN1,RESP054,"(38.89037138500049, -77.03196112699965)"
